dataset,suite,strategy,split,seed,rank,total_steps,status,elapsed_sec,output_dir,fid,clip_score
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,fail,29.1,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,,
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,fail,9.8,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,,
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,fail,9.4,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,,
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,Random_D-High,D-High,52,16,1200,ok,1023.1,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed52,196.139,nan
anime_student,multi_seed,Random_D-High,D-High,62,16,1200,ok,1019.6,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed62,218.3978,nan
anime_student,multi_seed,Random_D-High,D-High,72,16,1200,ok,1039.9,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed72,197.9587,nan
anime_student,multi_seed,Random_D-High,D-High,82,16,1200,ok,1022.4,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed82,253.1932,nan
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,ok,1046.2,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,229.9462,nan
anime_student,multi_seed,KMC_D-High,D-High,52,16,1200,ok,1108.3,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed52,233.8396,nan
anime_student,multi_seed,KMC_D-High,D-High,62,16,1200,ok,1081.7,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed62,243.8136,nan
anime_student,multi_seed,KMC_D-High,D-High,72,16,1200,ok,1080.2,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed72,261.0956,nan
anime_student,multi_seed,KMC_D-High,D-High,82,16,1200,ok,1075.9,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed82,242.8966,nan
anime_student,multi_seed,Anti_Curriculum,,42,16,1200,ok,1031.2,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed42,221.7278,nan
anime_student,multi_seed,Anti_Curriculum,,52,16,1200,ok,1017.7,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed52,261.0867,nan
anime_student,multi_seed,Anti_Curriculum,,62,16,1200,ok,1012.4,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed62,243.7736,nan
anime_student,multi_seed,Anti_Curriculum,,72,16,1200,ok,1013.5,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed72,236.2378,nan
anime_student,multi_seed,Anti_Curriculum,,82,16,1200,ok,1060.4,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed82,253.0934,nan
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,Random_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed52,196.139,nan
anime_student,multi_seed,Random_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed62,218.3978,nan
anime_student,multi_seed,Random_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed72,197.9587,nan
anime_student,multi_seed,Random_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed82,253.1932,nan
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,229.9462,nan
anime_student,multi_seed,KMC_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed52,233.8396,nan
anime_student,multi_seed,KMC_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed62,243.8136,nan
anime_student,multi_seed,KMC_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed72,261.0956,nan
anime_student,multi_seed,KMC_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed82,242.8966,nan
anime_student,multi_seed,Anti_Curriculum,,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed42,221.7278,nan
anime_student,multi_seed,Anti_Curriculum,,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed52,261.0867,nan
anime_student,multi_seed,Anti_Curriculum,,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed62,243.7736,nan
anime_student,multi_seed,Anti_Curriculum,,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed72,236.2378,nan
anime_student,multi_seed,Anti_Curriculum,,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed82,253.0934,nan
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,Random_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed52,196.139,nan
anime_student,multi_seed,Random_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed62,218.3978,nan
anime_student,multi_seed,Random_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed72,197.9587,nan
anime_student,multi_seed,Random_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed82,253.1932,nan
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,229.9462,nan
anime_student,multi_seed,KMC_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed52,233.8396,nan
anime_student,multi_seed,KMC_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed62,243.8136,nan
anime_student,multi_seed,KMC_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed72,261.0956,nan
anime_student,multi_seed,KMC_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed82,242.8966,nan
anime_student,multi_seed,Anti_Curriculum,,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed42,221.7278,nan
anime_student,multi_seed,Anti_Curriculum,,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed52,261.0867,nan
anime_student,multi_seed,Anti_Curriculum,,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed62,243.7736,nan
anime_student,multi_seed,Anti_Curriculum,,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed72,236.2378,nan
anime_student,multi_seed,Anti_Curriculum,,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed82,253.0934,nan
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,Random_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed52,196.139,nan
anime_student,multi_seed,Random_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed62,218.3978,nan
anime_student,multi_seed,Random_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed72,197.9587,nan
anime_student,multi_seed,Random_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed82,253.1932,nan
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,229.9462,nan
anime_student,multi_seed,KMC_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed52,233.8396,nan
anime_student,multi_seed,KMC_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed62,243.8136,nan
anime_student,multi_seed,KMC_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed72,261.0956,nan
anime_student,multi_seed,KMC_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed82,242.8966,nan
anime_student,multi_seed,Anti_Curriculum,,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed42,221.7278,nan
anime_student,multi_seed,Anti_Curriculum,,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed52,261.0867,nan
anime_student,multi_seed,Anti_Curriculum,,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed62,243.7736,nan
anime_student,multi_seed,Anti_Curriculum,,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed72,236.2378,nan
anime_student,multi_seed,Anti_Curriculum,,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed82,253.0934,nan
anime_student,multi_seed,Random_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed42,235.9416,nan
anime_student,multi_seed,Random_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed52,196.139,nan
anime_student,multi_seed,Random_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed62,218.3978,nan
anime_student,multi_seed,Random_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed72,197.9587,nan
anime_student,multi_seed,Random_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Random_D-High_seed82,253.1932,nan
anime_student,multi_seed,KMC_D-High,D-High,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed42,229.9462,nan
anime_student,multi_seed,KMC_D-High,D-High,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed52,233.8396,nan
anime_student,multi_seed,KMC_D-High,D-High,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed62,243.8136,nan
anime_student,multi_seed,KMC_D-High,D-High,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed72,261.0956,nan
anime_student,multi_seed,KMC_D-High,D-High,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\KMC_D-High_seed82,242.8966,nan
anime_student,multi_seed,Anti_Curriculum,,42,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed42,221.7278,nan
anime_student,multi_seed,Anti_Curriculum,,52,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed52,261.0867,nan
anime_student,multi_seed,Anti_Curriculum,,62,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed62,243.7736,nan
anime_student,multi_seed,Anti_Curriculum,,72,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed72,236.2378,nan
anime_student,multi_seed,Anti_Curriculum,,82,16,1200,cached,0.0,e:\1 zhclian\AIGC 02\kmc_lora\results\robustness\anime_student\multi_seed\Anti_Curriculum_seed82,253.0934,nan
